WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
2142221,NULL,,80
2142224,NULL,,14
2142232,NULL,,142.8
2142235,NULL,,40
2142237,NULL,,320
2142250,NULL,,20
2142254,NULL,,38.16
2142255,NULL,,12
2142256,4547607,10,10
2142269,NULL,,24
2142275,NULL,,56
2142276,NULL,,348
2142278,NULL,,17
2142281,NULL,,14
2142294,NULL,,32
2142296,NULL,,6
2142297,NULL,,255
2142303,NULL,,120
2142304,NULL,,28
2142306,NULL,,152
2142307,NULL,,40
2142308,NULL,,10
2142315,NULL,,432
2142330,NULL,,46
2142333,NULL,,120
2142337,NULL,,24
2142355,NULL,,40
2142359,NULL,,15
2142375,NULL,,480
2142385,NULL,,108
2142408,NULL,,240
2142413,NULL,,268.4
2142414,NULL,,12
2142415,NULL,,824
2142418,NULL,,20
2142419,NULL,,48
2142427,NULL,,20
2142428,NULL,,20
2142429,NULL,,6
2142432,NULL,,15
2142433,NULL,,88
2142437,NULL,,6
2142439,NULL,,20
2142451,NULL,,140
2142452,NULL,,20
2142457,NULL,,16
2142459,NULL,,10
2142461,NULL,,180
2142468,NULL,,9.67
2142481,NULL,,14
2142483,NULL,,20
2142488,NULL,,28
2142490,NULL,,40
2142493,NULL,,122
2142496,NULL,,112
2142497,NULL,,80
2142500,NULL,,35
2142507,NULL,,37.6
2142509,NULL,,72
2142526,NULL,,110
2142527,NULL,,24
2142530,NULL,,10.58
2142532,NULL,,10
2142533,NULL,,22
2142541,NULL,,40
2142545,NULL,,12
2142546,NULL,,200
2142548,NULL,,160
2142549,NULL,,300
2142551,2142551,452,452
2142552,NULL,,36
2142553,NULL,,40
2142554,NULL,,260
2142555,NULL,,200
2142557,NULL,,80
2142559,NULL,,17
2142568,NULL,,24
2142572,NULL,,180
2142583,NULL,,20
2142587,NULL,,25
2142593,6008927,160,160
2142597,NULL,,20
2142603,2142603,160,144
2142604,NULL,,20
2142619,NULL,,16
2142620,NULL,,48
2142622,NULL,,120
2142623,NULL,,84
2142631,NULL,,80
2142633,NULL,,6
2142635,NULL,,290
2142640,NULL,,28
2142644,NULL,,80
2142646,NULL,,28
2142651,NULL,,276
2142652,NULL,,40
2142654,NULL,,80
2142662,NULL,,8
2142663,NULL,,70
2142667,NULL,,4
2142671,NULL,,40
2142674,NULL,,20
2142678,NULL,,200
2142681,NULL,,155
2142692,4192104,120,20
2142707,NULL,,20
2142708,NULL,,72
2142727,NULL,,260
2142731,NULL,,48
2142742,NULL,,6.5
2142743,NULL,,8.67
2142744,NULL,,220
2142746,NULL,,24
2142747,NULL,,120
2142755,NULL,,7.73
2142772,NULL,,116
2142773,NULL,,202
2142774,NULL,,202
2142775,NULL,,202
2142776,NULL,,80
2142782,NULL,,96
2142784,NULL,,24
2142790,NULL,,20
2142792,NULL,,108
2142793,NULL,,240
2142810,NULL,,13
2142812,NULL,,16
2142813,NULL,,20
2142816,NULL,,19
2142824,NULL,,76
2142827,NULL,,10
2142829,NULL,,208
2142833,NULL,,118.41
2142844,NULL,,448
2142846,NULL,,100
2142851,NULL,,16
2142852,NULL,,105
2142858,NULL,,200
2142859,NULL,,16
2142860,NULL,,80
2142868,NULL,,4
2142874,NULL,,50
2142881,NULL,,130
2142882,NULL,,20
2142883,NULL,,76
2142891,NULL,,6
2142892,NULL,,2
2142894,NULL,,160
2142895,NULL,,75
2142898,NULL,,88
2142903,NULL,,10
2142912,NULL,,12
2142917,NULL,,21
2142921,NULL,,40
2142928,NULL,,12
2142930,NULL,,40
2142932,NULL,,28
2142933,NULL,,64
2142934,NULL,,18
2142938,NULL,,22.8
2142940,NULL,,4
2142941,NULL,,48
2142948,NULL,,12
2142964,NULL,,15
2142982,NULL,,26.67
2142983,NULL,,9.45
2142984,NULL,,5
2142985,NULL,,53.5
2142987,NULL,,20
2142989,NULL,,55
2142990,4547517,1326,1326
2142991,NULL,,80
2143001,NULL,,600
2143005,NULL,,32
2143009,NULL,,10
2143010,NULL,,24
2143017,NULL,,20
2143019,NULL,,24
2143020,NULL,,63.6
2143025,NULL,,160
2143026,NULL,,189
2143027,NULL,,160
2143031,NULL,,6
2143033,NULL,,5
2143034,NULL,,600
2143036,NULL,,8
2143037,NULL,,10
2143038,NULL,,64
2143039,NULL,,16
2143040,NULL,,16
2143042,NULL,,4
2143044,2143044,2044,2044
2143063,NULL,,166
2143067,NULL,,1870
2143069,NULL,,360
2143071,NULL,,3656
2143076,NULL,,400
2143081,NULL,,427.5
2143082,NULL,,46
2143086,NULL,,21
2143087,NULL,,4
2143089,2143089,40,40
2143090,NULL,,88
2143092,NULL,,140
2143096,NULL,,30
2143098,NULL,,67
2143099,NULL,,40
2143100,NULL,,187
2143101,NULL,,90
2143104,NULL,,16
2143105,NULL,,39.5
2143106,NULL,,7.75
2143108,NULL,,50
2143114,NULL,,5.5
2143117,NULL,,560
2143119,NULL,,140
2143120,NULL,,100
2143121,NULL,,14
2143125,NULL,,71
2143126,NULL,,26.51
2143127,NULL,,19.88
2143128,NULL,,258
2143129,NULL,,63.6
2143130,NULL,,21
2143132,NULL,,45
2143133,NULL,,20
2143134,NULL,,430
2143137,NULL,,1360
2143139,NULL,,18
2143142,NULL,,8
2143145,NULL,,27
2143147,NULL,,128
2143149,NULL,,2.75
2143150,NULL,,10
2143151,NULL,,10
2143154,NULL,,18
2143164,NULL,,6
2143165,NULL,,6
2143167,NULL,,40
2143172,NULL,,8
2143179,NULL,,40
2143183,NULL,,408
2143185,NULL,,580
2143186,NULL,,12
2143187,NULL,,79.75
2143193,2139562,160,46
2143195,2143195,53,53
2143238,2143238,45.3,13.6
2143239,NULL,,5.2
2143245,NULL,,45
2143306,5921785,28,28
2143307,2144550,744,744
2143322,2143322,3200,3200
2143324,2143324,1397.7,1397.7
2143333,NULL,,28
2143352,2143512,400,17
2143373,NULL,,20
2143376,2134804,175,162.5
2143389,2143389,50.8,12.1
2143426,NULL,,37
2143481,2143481,16,16
2143485,2143484,652,652
2143513,NULL,,8
2143551,NULL,,121
2143565,NULL,,118
2143566,NULL,,1200
2143602,NULL,,120
2143603,NULL,,1164
2143639,NULL,,40
2143644,NULL,,800
2143805,NULL,,330
2143870,2134625,25,11
2143898,2143898,125,77
2143904,NULL,,75
2143922,NULL,,9253
2143946,NULL,,940
2143960,NULL,,42.8
2144041,NULL,,4000
2144088,NULL,,94
2144174,NULL,,136
2144294,NULL,,4040
2144299,NULL,,6.5
2144317,NULL,,631
2144347,NULL,,1866
2144396,NULL,,46.5
2144407,NULL,,66
2144441,NULL,,51
2144457,NULL,,47
2144459,NULL,,559
2144541,NULL,,1396.4
2144551,NULL,,38
2144574,NULL,,4.5
2144687,NULL,,48.5
2144742,2140698,129,14
2144743,2142603,160,16
2144762,5964838,320,320
2144775,NULL,,40
2144852,NULL,,39
2144878,2134747,65,49.44
2144908,2140956,24,14
2144935,NULL,,1232
2144937,2142664,128,56
2144956,NULL,,37
2144969,2134746,65,33.6
2144980,2142339,40,24
2144981,2142476,40,40
2144983,2142331,51,51
2144985,2144984,125,94.6
2144986,2134194,85,13
2144987,2134297,70,23.8
2145051,4274053,285,75
2145190,2138582,57.8,57.8
2145192,2139717,825,825
2145197,2139524,800,800
2145215,2133713,36,22.26
2145222,2133971,990.36,6
2145276,2143159,50,15.12
2145283,2134424,12000,33.25
2145284,2134424,12000,114
2145285,2134424,12000,98.25
2145286,2134424,12000,200
2145287,2134424,12000,150
2145289,2134423,1500,395.5
2145290,2134423,1500,205.75
2145291,2134423,1500,263.5
2145292,2134423,1500,295.5
2145293,2134174,100,100
2145296,2134239,301,150
2145297,2134239,301,150
2145299,2133860,45.24,45.24
2145300,2133891,90,90
2145301,2133861,18,18
2145302,2133895,102,102
2145303,2133897,42.36,42.36
2145304,2133898,61.8,61.8
2145305,2133944,240,159.9
2145306,NULL,,24
2145307,2133945,210,105
2145308,2133946,108,108
2145310,2133722,450,450
2145311,2133723,540,540
2145312,2133724,84,84
2145313,2133725,120,120
2145316,2133809,90,83.808
2145317,2133810,87,67.392
2145318,2133557,36,36
2145319,2134636,100,3.25
2145320,2134636,100,4.25
2145321,2134636,100,66.5
2145322,2134818,125,5
2145323,2134800,50,40
2145325,2134997,94,81
2145326,2134997,94,13
2145329,2145328,210,140.1
2145330,2133541,300,138.3
2145331,2133140,163.25,13
2145332,2133140,163.25,150.25
2145333,2136011,200,2.225
2145334,2136013,45,5
2145335,2136013,45,3.75
2145336,2136013,45,3
2145337,2136013,45,7.25
2145338,2136013,45,3
2145339,2136013,45,7.75
2145340,2136015,NA,138.6
2145341,2136015,NA,1.1
2145342,2136015,NA,1.1
2145343,2136015,NA,4.55
2145344,2136015,NA,3.25
2145345,2136015,NA,1.25
2145346,2136015,NA,8
2145347,2136015,NA,4.85
2145348,2136018,81.45,4.975
2145349,2136018,81.45,6.9
2145350,2136018,81.45,3.75
2145351,2136018,81.45,2.75
2145352,2136018,81.45,1.45
2145353,2136018,81.45,1.7
2145354,2136020,45,1.75
2145355,2136020,45,1.1
2145360,2134263,65,49
2145379,2134462,25,16.75
2145380,2134463,50,25
2145381,2134463,50,25
2145382,2134568,85,85
2145383,2134570,95,95
2145388,2133980,144,76.8
2145444,NULL,,6.5
2145462,6271268,20,6
2145464,2142067,80,12
2145465,2142057,72,52
2145481,4192104,120,9
2145493,2138927,43,5
2145510,2136969,240,66.7647
2145511,2136969,240,79.2083
2145532,2134477,150,100
2145535,2134517,62.5,62.5
2145536,2134508,375,375
2145541,2133699,90,52.8
2145545,2134477,150,20
2145546,2134477,150,30
2145547,2134470,375,175
2145548,2134470,375,200
2145550,2134469,400,400
2145551,2134467,175,77.25
2145554,2134475,NA,14.3
2145559,2141596,140,86.3
2145566,2134525,46.95,32.4
2145567,2134466,205,172.75
2145568,2134706,2.5,2.5
2145569,2134687,55,55
2145570,2134638,75,18.75
2145572,2145571,20,10
2145573,2134818,125,107.5
2145574,NULL,,12
2145575,NULL,,5
2145576,2134420,175,45.25
2145577,2134569,550,539
2145578,2134527,50,40
2145579,2134527,50,10
2145580,2134552,50,42.5
2145584,2145582,175,162.45
2145585,2145582,175,8.175
2145586,2134334,30,10
2145587,2134334,30,20
2145588,2134383,55,55
2145589,2134764,10,5
2145590,2134764,10,5
2145591,2134802,25,6.5
2145592,2134802,25,9.5
2145593,2134685,35,35
2145594,2134424,12000,244.25
2145595,2134424,12000,67
2145640,2133955,24,15
2145642,2134526,35,28.7
2145646,2134557,65,46
2145668,2143512,400,126.8
2145696,2134732,65,29.67
2145697,2134459,50,41.2
2145703,2143148,80,10
2145704,2143148,80,12
2145705,2143171,45,32.4
2145708,2134523,46.9,27.3
2145710,2142821,40,20
2145711,2142821,40,20
2145718,2142449,284,26.4
2145800,2134020,50,37.8
2145885,2143853,335,50
2145891,NULL,,4520
2145955,2136009,230,164
2145965,NULL,,280
2146117,2134896,250,76.25
2282899,4205745,604,363
2282900,4205745,604,241
2282902,NULL,,132.014
2282904,2282903,178.8,178.8
2282909,NULL,,32
2282910,NULL,,48
2282911,NULL,,397.2
2282917,NULL,,1294
2282920,2282919,162,115
2282921,NULL,,186.2
2282926,NULL,,338
2282929,NULL,,10
2282931,NULL,,200
2282937,NULL,,36
2282938,NULL,,149.4
2282946,NULL,,134
2283038,NULL,,440.6
2283040,NULL,,2286
2283041,NULL,,12
2283047,NULL,,10
2283055,NULL,,20.5
2283058,NULL,,72
2283062,NULL,,57.4
2283067,2034347,3020,1000
2283072,NULL,,98.8
2283075,2283074,148,148
2283076,NULL,,3.25
2283081,NULL,,18
2283086,NULL,,317.8
2283102,NULL,,10.5
2283105,NULL,,94.5
2283106,NULL,,6
2283107,NULL,,207.9
2283112,NULL,,6
2283122,NULL,,40.4
2283123,NULL,,48
2283124,NULL,,195.2
2283128,NULL,,40
2283133,NULL,,8
2283139,NULL,,8
2283140,NULL,,17
2283142,NULL,,14
2283143,NULL,,52
2283145,NULL,,169
2283147,NULL,,96.8
2283150,NULL,,4
2283159,NULL,,28.4
2283163,NULL,,350
2283169,NULL,,11
2283170,NULL,,1.7
2283175,NULL,,134.3
2283176,NULL,,116.4
2283177,NULL,,1
2283178,NULL,,268.3
2283179,NULL,,155.3
2283180,NULL,,102.3
2283182,NULL,,51.7
2283184,NULL,,56.8
2283189,NULL,,87.5
2283190,NULL,,75
2283199,NULL,,8.4
2283204,NULL,,60.6
2283205,NULL,,667.7
2283207,NULL,,9.5
2283209,NULL,,127.6
2283210,NULL,,45
2283212,NULL,,116.4
2283213,NULL,,54.4
2283214,NULL,,189
2283215,NULL,,128
2283220,NULL,,180
2283222,NULL,,61.9
2283224,NULL,,8130
2283228,NULL,,69.6
2283234,NULL,,36
2283237,NULL,,43.8
2283238,NULL,,18
2283241,NULL,,80
2283245,NULL,,274
2283247,NULL,,38.5
2283248,NULL,,416
2283249,NULL,,260.9
2283250,NULL,,90.4
2283251,NULL,,31
2283252,NULL,,133.6
2283254,NULL,,257.9
2283255,NULL,,19.9
2283256,NULL,,56.6
2283257,NULL,,143.8
2283258,NULL,,167
2283259,NULL,,83
2283262,NULL,,681
2283266,NULL,,56
2283271,NULL,,8
2283277,NULL,,481.7
2283282,NULL,,7
2283297,NULL,,18
2283298,NULL,,11.7
2283300,NULL,,34
2283303,NULL,,120
2283309,NULL,,142
2283311,NULL,,328.4
2283314,NULL,,35.4
2283316,NULL,,20
2283318,NULL,,76
2283323,NULL,,62
2283324,NULL,,90
2283325,NULL,,48
2283329,NULL,,61
2283332,NULL,,154
2283333,NULL,,800
2283334,NULL,,1621.87
2283335,NULL,,4
2283341,NULL,,77.2
2283342,NULL,,21
2283351,NULL,,695
2283353,NULL,,122.5
2283354,NULL,,30
2283365,NULL,,183
2283366,NULL,,140
2283367,NULL,,16
2283372,NULL,,64.6
2283374,NULL,,230
2283376,NULL,,160
2283377,NULL,,190
2283383,NULL,,128.67
2283384,NULL,,17
2283389,NULL,,17
2283392,NULL,,1720
2283393,NULL,,8.3
2283397,NULL,,20
2283402,NULL,,640
2283403,NULL,,20
2283404,NULL,,2880
2283406,NULL,,6
2283411,NULL,,6
2283412,NULL,,4
2283413,NULL,,160
2283414,NULL,,160
2283419,NULL,,19
2283423,NULL,,50
2283424,NULL,,296
2283430,NULL,,1320
2283431,NULL,,1234
2283432,NULL,,2720
2283443,NULL,,24.4
2283444,NULL,,28.7
2283447,NULL,,5
2283457,NULL,,21
2283458,NULL,,17
2283460,NULL,,10.25
2283465,NULL,,25.5
2283473,NULL,,900
2283474,NULL,,1200
2283475,NULL,,51.4
2283476,NULL,,114.8
2283477,NULL,,300
2283481,NULL,,9.6
2283482,NULL,,11
2283484,NULL,,480
2283489,NULL,,80
2283496,2283495,371,371
2283497,NULL,,1309
2283499,NULL,,24
2283505,NULL,,205.9
2283506,NULL,,1458.1
2283508,NULL,,139.4
2283509,NULL,,74
2283515,NULL,,12
2283521,NULL,,985
2283522,NULL,,37.7
2283523,NULL,,10.32
2283527,NULL,,40
2283535,NULL,,600
2283536,NULL,,640
2283537,NULL,,932
2283538,NULL,,398.4
2283542,NULL,,48
2283549,NULL,,1385
2283550,NULL,,172
2283551,NULL,,20
2283563,NULL,,150
2283564,NULL,,12.4
2283576,NULL,,10
2283577,NULL,,112.8
2283587,NULL,,27.5
2283588,NULL,,12
2283589,NULL,,27
2283599,NULL,,16.65
2283605,NULL,,1245.2
2283608,NULL,,216
2283609,NULL,,120
2283610,NULL,,160
2283612,NULL,,60
2283614,NULL,,11
2283619,NULL,,160
2283627,NULL,,18.5
2283630,NULL,,160
2283633,NULL,,78
2283634,NULL,,161
2283635,NULL,,19.2
2283637,NULL,,81
2283638,NULL,,78.4
2283642,NULL,,62.5
2283643,NULL,,18.5
2283647,NULL,,21
2283649,NULL,,282
2283652,NULL,,47.5
2283653,NULL,,19.12
2283654,NULL,,12
2283689,NULL,,12
2283693,NULL,,411.5
2283697,NULL,,17
2283699,NULL,,190
2283707,NULL,,80
2283715,4239396,220,53
2283718,NULL,,31.33
2283719,NULL,,70
2283720,NULL,,202
2283726,NULL,,41
2283727,NULL,,37.4
2283732,NULL,,32
2283738,NULL,,439.2
2283744,4190613,26.6,6.65
2283745,4190613,26.6,19.95
2283760,NULL,,69.4
2283767,NULL,,27
2283770,NULL,,960
2283777,NULL,,24
2283779,NULL,,17.28
2283781,NULL,,1480
2283785,NULL,,160
2283787,NULL,,255
2283788,NULL,,11
2283792,NULL,,126.4
2283793,NULL,,45
2283800,NULL,,24.1
2283802,NULL,,6
2283803,NULL,,40.85
2283804,NULL,,111
2283809,NULL,,5.5
2283818,NULL,,320
2283819,NULL,,320
2283820,NULL,,320
2283821,NULL,,640
2283822,NULL,,9.6
2283829,NULL,,1153
2283837,NULL,,1575
2283840,NULL,,138.56
2283843,NULL,,741
2283844,NULL,,580
2283847,NULL,,22
2283848,NULL,,20.2
2283857,NULL,,294
2283858,NULL,,560
2283870,NULL,,372
2283871,NULL,,80
2283874,NULL,,320
2283894,NULL,,480
2283897,NULL,,88.8
2283898,NULL,,13
2283901,NULL,,18.9
2283907,NULL,,4.8
2283910,NULL,,18.8
2283911,NULL,,320
2283915,NULL,,40
2283917,NULL,,23.5
2283918,NULL,,38
2283924,NULL,,27.53
2283932,NULL,,17.7
2283933,NULL,,9.6
2283934,NULL,,20
2283937,NULL,,19
2283940,NULL,,44.56
2283943,NULL,,338
2283952,NULL,,620
2283958,NULL,,22.3
2283972,NULL,,36
2283974,NULL,,600
2283979,NULL,,3600
2283985,NULL,,40
2283987,NULL,,157.6
2283988,NULL,,240
2283991,NULL,,281
2283992,NULL,,1146.5
2283993,NULL,,175.7
2283995,NULL,,60
2283996,NULL,,118
2283997,NULL,,180
2283999,NULL,,9
2284003,NULL,,14
2284004,2284004,166.4,166.4
2284005,2284005,152,152
2284006,NULL,,545.7
2284014,NULL,,246
2284015,NULL,,28.5
2284021,NULL,,62
2284022,NULL,,80
2284026,NULL,,17
2284028,NULL,,600
2284063,NULL,,24
2284066,NULL,,480
2284067,NULL,,40
2284070,NULL,,320
2284073,NULL,,2880
2284074,NULL,,3280
2284079,NULL,,400
2284081,NULL,,24
2284083,NULL,,160
2284092,NULL,,18
2284096,NULL,,88.5
2284098,NULL,,9
2284104,NULL,,31.4
2284105,NULL,,6
2284106,NULL,,192.5
2284108,NULL,,68.8
2284123,NULL,,72
2284127,NULL,,481
2284131,NULL,,40
2284132,NULL,,20
2284135,NULL,,90
2284136,NULL,,60
2284137,NULL,,20
2284139,NULL,,32
2284143,NULL,,2
2284151,NULL,,120
2284158,NULL,,977
2284159,NULL,,8
2284160,NULL,,960
4145971,2134236,40,25
4147539,2044816,240,21.7
4147650,2044816,240,10.9
4147660,2044816,240,16.6
4147670,2044816,240,11.1
4147684,2044816,240,11.1
4148796,2077535,NA,49
4149782,2078181,160,6.9
4149934,2080530,120,120
4149951,2083054,640,640
4149965,2083384,400,400
4152231,NULL,,43
4152881,2137523,1280,605.5
4152970,2078181,160,25.8
4153027,2133127,10,8.4
4153186,NULL,,228
4153242,NULL,,48
4156653,2084254,205,160
4156730,2077553,NA,7.5
4156742,2077553,NA,10
4156751,2077553,NA,20
4156763,2077553,NA,6.3
4156777,2083011,93,93
4156798,2084242,84,32
4156809,2070556,294,41.4
4156823,2083714,320,320
4156857,2079422,300,300
4156867,2077927,147,147
4156880,2057064,1214,1214
4156889,2079845,324,76
4156898,2077545,54,54
4156914,2082877,171,171
4156968,2056432,64,46
4157061,2140387,128.8,128.8
4157116,2140132,64,64
4157144,2082115,75,75
4157174,2140368,685,685
4157197,2083725,360,360
4157373,2084023,300,300
4157541,2039000,320,112
4157599,2077588,88,88
4157624,2083116,162,160
4157634,2084119,100,100
4157644,2077544,400,400
4157670,2077587,260,260
4157916,2075817,80,80
4157967,2069095,560,78
4158023,2056085,500,49
4158043,2056085,500,40
4158051,2056432,64,17.6
4158059,2049052,300,80
4158158,vested right,,375
4158167,2077894,2.5,2.5
4158176,2077860,1.32,1.32
4158193,NULL,,120
4158221,vested right,,1125
4158246,2077913,235.2,235.2
4158267,vested right,,80
4158274,2079640,300,300
4158282,2077889,62.5,62.5
4158291,2077891,33,33
4158300,2077900,2.6,2.6
4158308,2077868,15.9,10
4158319,2077784,70.04,60.05
4158393,vested right,,375
4158409,2083925,68,68
4158421,2079474,68,68
4158434,2083794,324,108
4158453,2077546,250,250
4158464,2077586,140,140
4158489,2079642,800,800
4158505,2079106,1440,1440
4158532,2079504,200,200
4158581,2083282,102,102
4158607,2078778,48,48
4158632,2083923,165,31
4158641,2084083,117.5,117.5
4159098,2134820,31.85,5.25
4159603,2080974,33,26.3
4159737,2086740,53.3,38.1
4161182,2055499,62965,62965
4161999,NULL,,2736
4162871,2080039,5465.52,20
4162940,2044667,100,8.9
4163684,NULL,,190
4163708,NULL,,190
4163733,NULL,,31.5
4163905,2079625,22.1,22.1
4164305,2133813,60.56,17.8
4164344,2083137,162,16
4164626,2283375,114.6,114.6
4164681,NULL,,730
4164728,2142042,588,36
4165042,2077689,242.7,125
4165050,2077689,242.7,117.7
4165100,2083578,32,32
4165179,NULL,,25.65
4165259,2084298,83,63
4165279,2084299,40,40
4165289,2084615,114,114
4165374,2139812,524,524
4166250,2077568,6400,660
4166320,4763740,527.16,527.16
4167020,4758901,54,54
4167101,NULL,,80
4167112,NULL,,70
4167120,NULL,,100
4168842,NULL,,500
4169257,2044816,240,20.4
4169266,2044816,240,23.9
4169547,2077788,60.9,43.65
4169852,2135392,312.5,20
4169869,4169776,325,20
4170018,4764736,44.7,44.7
4170029,2134436,125,54
4170062,2136024,37,8.4
4171396,2143512,400,9
4171452,2143512,400,10.1
4171462,2143512,400,4.2
4171472,2143512,400,4
4172691,NULL,,50
4172702,NULL,,150
4172724,NULL,,23.75
4172735,NULL,,12.5
4172744,NULL,,5
4172753,NULL,,40
4172767,NULL,,45
4172780,NULL,,100
4172789,NULL,,80
4172798,NULL,,60.7
4172807,NULL,,17.5
4172835,NULL,,25
4173839,2133055,368,368
4173884,2083475,200,200
4173896,2132960,176,176
4173901,2132961,31,31
4173906,2078869,120,120
4174093,2135973,1268,1212
4174101,2135973,1268,53
4175514,2083402,280,280
4175526,2044667,100,7.1
4180446,2082990,292,219
4180478,2134615,65,5
4180489,2134615,65,9
4180686,2133718,42,17.88
4180707,2133970,24,10.2
4182218,2084040,132,56
4182237,2084040,132,39.6
4182255,2084040,132,15.3
4182507,2284027,312,312
4182752,2077921,324,254.74
4182768,2077922,230.8,183.03
4182812,NULL,,180
4182874,2080039,5465.52,9.85
4184324,2134341,325,25.69
4184339,2134341,325,77.75
4185216,2081549,212,162
4185689,2042124,200,180
4186992,2079949,160,92
4187490,2081234,192,141
4187537,2140203,307.5,142
4187562,2283327,60,31
4187619,4162161,160,123
4187735,2283208,258.8,140
4187790,2083149,160,133
4188148,NULL,,16
4188300,2134489,50,20.5
4189636,2067890,NA,59.8
4191635,NULL,,56
4191725,NULL,,17.5
4191945,2134551,200,50
4191952,2134551,200,150
4195033,2084061,2172,2172
4196688,2084609,80,10
4196698,2084609,80,20
4196708,2084609,80,4
4196718,2084609,80,3.6
4199774,4752412,10,9
4200730,2143389,50.8,1.7
4200742,2143389,50.8,4.4
4200754,2143389,50.8,7.3
4200765,2134770,54,12
4200776,2135963,54,12
4200792,4192104,120,37
4201608,2143389,50.8,17
4202394,2082888,2266,48
4202616,2085399,148,68
4202774,2084678,316,316
4202808,2141200,320,40.8
4205193,2087017,500,31
4206938,2079849,45.08,5.98
4210985,NULL,,16
4211348,2134465,250,250
4211365,2134511,200,200
4211381,2134235,125,125
4211520,2134891,50,50
4211536,2134625,25,14
4211690,2140153,19,19
4211706,2085399,148,73.2
4211797,2134621,25,16.625
4211817,2134683,37.5,37.5
4211834,2134909,5,5
4211849,2134873,1.65,1.65
4211865,2134852,2.5,2.5
4211917,2134823,70,70
4211937,4172872,125,125
4211964,2134826,67,67
4211979,2135048,250,250
4212009,2134816,40,40
4212045,2134468,240,240
4212103,2134483,100,100
4212119,2134269,195,146.75
4212706,NULL,,8
4212762,NULL,,30
4212796,NULL,,254.8
4213411,2142919,400,202
4213431,2142556,180,125.49
4213447,2141502,180,122.08
4213720,NULL,,97
4213726,NULL,,7
4213755,2078531,460,136
4213938,2078531,460,128
4214150,2283425,95,30.4
4214171,2283425,95,17.1
4214195,2078531,460,196
4214266,NULL,,270
4214354,4755001,64,64
4214732,2139375,1383,920.46
4214745,2139375,1383,40
4214817,2138025,1767,309.22
4214841,2105379,NA,14.1
4215722,2142078,1000,517
4216209,2134293,40,5.5
4216710,2080312,320,320
4216724,2080315,640,640
4216881,2139571,734,367.78
4216907,2142556,180,11.58
4216929,2141502,180,11.27
4217300,2083140,242,189.8
4218327,2283181,80.7,80.7
4219407,2133854,15,15
4219440,2143364,NA,NA
4219451,2136849,50,50
4219491,2133908,240,240
4219503,2133738,54,54
4220221,2142448,68,68
4220268,2142447,340,340
4225532,2134231,150,150
4225538,2134230,135,135
4225544,2134229,522.5,522.5
4225550,2134228,490,490
4228060,NULL,,81.6
4228225,2137698,295,18
4228695,2139299,14,11
4228705,2139299,14,3
4231312,2080034,320,12.22
4231332,2080034,320,13.13
4231370,2080034,320,12.57
4231397,2080034,320,14.52
4231478,2132644,8.57,6.31
4234013,2141200,320,55.08
4234026,2141200,320,120
4234625,2141596,140,37.5
4236853,2283650,300,18.12
4236866,2283650,300,76.52
4237158,2134406,225,25
4237414,4749569,13.5,13.5
4237612,2135777,65,8.9
4238436,4764990,77,8.25
4238477,4762361,18,18
4238522,4751865,38,4.5
4238550,4752423,10,10
4239545,2282916,2796,2376
4240130,2133735,390,36
4240142,2133735,390,48
4240157,2133735,390,30
4240171,2133735,390,198
4240263,2133780,1020,850
4240752,2143146,223,31.4
4241270,4745210,34.4,27.08
4242006,2135300,256,256
4242021,2134188,100,100
4242030,2136550,NA,NA
4242040,2136618,NA,NA
4242050,2134023,172.5,172.5
4242057,2136592,455,455
4242071,2134192,125,125
4242079,2142042,588,552
4242099,2134542,325,NA
4242106,2136765,240,240
4242116,2141594,280,280
4242378,6801651,2.15,2.15
4242516,2075461,288,167.23
4243211,2141809,240,24
4243407,NULL,,9450
4243416,2142575,112,112
4243434,2142287,580,480
4243457,2142485,800,800
4243468,NULL,,250
4243482,2136937,450,450
4243516,NULL,,1050
4243524,2136729,150,150
4243630,2134395,60,60
4243761,2134564,100,100
4243774,4158128,NA,289.24
4243985,NULL,,44
4244154,NULL,,100
4244187,NULL,,50
4245319,2134571,50,NA
4245505,2143553,534.7,33.2
4245517,2143553,534.7,28
4245528,2143553,534.7,30
4245551,2143553,534.7,99.6
4245562,2141779,100,3.024
4245577,2141779,100,37.8
4245590,2141779,100,2.268
4245603,2141779,100,2.646
4245628,2141779,100,8.316
4245924,2141415,288,288
4245937,2134562,40,30
4245957,2134825,20,20
4245970,2142505,232,36
4245980,2142505,232,100
4245993,2142505,232,96
4246013,vested right,,1145
4246021,2134524,51.95,51.95
4247743,2283208,258.8,98.8
4247791,2080039,5465.52,73.02
4247804,2080039,5465.52,20.33
4247983,2141502,180,7.92
4247997,2139571,734,3.1
4248009,2142556,180,5.67
4249045,2134528,46.95,46.95
4249058,2142962,59,59
4249089,2134351,2.5,2.5
4249319,2134693,37.5,37.5
4249332,2141778,1050,1050
4249344,2134379,45,45
4249525,2134388,25,25
4249540,2135034,22.6,22.6
4249562,2142605,240,240
4249588,2142338,120,120
4249654,2134413,125,125
4249681,2134384,25,25
4250420,2134424,12000,114
4250432,2140963,427,427
4250448,2140679,550,550
4250464,2136968,183,183
4250478,2141801,120,120
4250511,2133148,700,700
4250523,2133184,143.25,143.25
4250534,2133160,254,254
4250634,2133132,138.5,138.5
